38:56.4,53,27.1,65,27,0
39:01.0,56,27.1,65,27,0
39:05.5,57,27.1,64,28,0
39:10.0,54,27.1,65,28,0
39:14.5,52,27.1,65,2,0
39:19.1,51,27.2,65,27,0
39:23.6,50,27.2,65,18,0
39:28.1,49,27.2,65,18,0
39:32.6,51,27.3,64,18,0
39:37.2,53,27.3,71,14,0
39:41.7,51,27.3,70,2,0
39:46.2,53,27.3,68,3,0
39:50.7,53,27.3,67,2,0
39:55.3,51,27.3,67,2,0
39:59.8,50,27.5,66,2,0
40:04.3,49,27.3,14,2,0
40:08.8,48,27.4,14,2,0
40:13.4,48,27.3,16,2,0
40:17.9,48,27.3,14,2,0
40:22.4,48,27.4,15,2,0
40:26.9,47,27.4,14,2,0
40:31.5,47,27.3,15,2,0
40:36.0,47,27.4,15,2,0
40:40.5,47,27.3,14,2,0
40:45.0,47,27.3,16,10,0
40:49.6,47,27.3,15,11,0
40:54.1,48,27.3,10,12,0
40:58.6,48,27.3,2,11,0
41:03.1,47,27.3,4,12,0
41:07.7,48,27.3,5,12,0
41:12.2,48,27.2,4,4,0
41:16.7,47,27.3,5,4,0
41:21.2,47,27.2,4,1,0
41:25.8,47,27.2,2,2,0
41:30.3,47,27.2,7,2,0
41:34.8,48,27.2,7,1,0
41:39.3,49,27.2,7,2,0
41:43.9,49,27.2,7,1,0
41:48.4,49,27.2,4,1,0
41:52.9,48,27.2,2,55,0
41:57.4,49,27.1,4,95,0
42:02.0,49,27.1,6,72,0
42:06.5,49,27.2,12,64,0
42:11.0,49,27.2,70,65,0
42:15.5,48,27.1,70,65,0
42:20.1,49,27.1,69,65,0
42:24.6,48,27.1,70,65,0
42:29.1,48,27.1,69,65,0
42:33.6,48,27,69,2,0
42:38.1,48,27,70,11,0
42:42.7,48,27,70,10,0
42:47.2,48,27,70,73,0
42:51.7,49,27.1,71,89,0
42:56.2,49,27,69,89,0
43:00.8,48,27,73,89,0
43:05.3,48,27,82,89,0
43:09.8,48,26.9,96,89,0
43:14.3,48,26.9,96,90,0
43:18.9,48,26.9,83,90,0
43:23.4,49,26.8,81,90,0
43:27.9,49,26.8,88,90,0
43:32.4,49,26.9,98,100,0
43:37.0,49,26.8,99,94,0
43:41.5,49,26.8,91,92,0
43:46.0,48,26.8,93,1,0
43:50.5,48,26.8,88,15,0
43:55.1,49,26.8,80,19,0
43:59.6,49,26.8,77,2,0
44:04.1,49,26.8,90,12,0
44:08.6,49,26.8,97,1,0
44:13.2,49,26.8,95,2,0
44:17.7,49,26.8,96,16,0
44:22.2,49,26.8,97,1,0
44:26.7,49,26.8,90,40,0
44:31.3,50,26.7,93,40,0
44:35.8,49,26.8,85,58,0
44:40.3,49,26.8,83,56,0
44:44.8,48,26.8,71,56,0
44:49.4,48,26.7,6,55,0
44:53.9,48,26.8,10,55,0
44:58.4,48,26.7,11,55,0
45:02.9,48,26.8,5,55,0
45:07.5,48,26.7,11,54,0
45:12.0,48,26.7,10,54,0
45:16.5,48,26.7,13,51,0
45:21.0,48,26.7,12,49,0
45:25.6,48,26.7,16,49,0
45:30.1,48,26.7,12,48,0
45:34.6,48,26.7,15,48,0
45:39.1,48,26.7,16,48,0
45:43.7,48,26.7,16,52,0
45:48.2,48,26.7,15,49,0
45:52.7,48,26.7,13,49,0
45:57.2,48,26.7,15,49,0
46:01.7,48,26.7,16,49,0
46:06.3,48,26.7,15,49,0
46:10.8,48,26.7,12,49,0
46:15.3,48,26.7,11,48,0
46:19.8,48,26.7,14,69,0
46:24.4,48,26.7,12,66,0
46:28.9,48,26.7,13,65,0
46:33.4,48,26.7,14,65,0
46:37.9,48,26.6,14,64,0
46:42.5,48,26.7,8,64,0
46:47.0,48,26.6,8,52,0
46:51.5,48,26.6,8,50,0
46:56.0,48,26.6,8,50,0
47:00.6,48,26.5,8,50,0
47:05.1,48,26.6,5,50,0
47:09.6,48,26.6,3,50,0
47:14.1,48,26.5,5,42,0
47:18.7,49,26.5,6,42,0
47:23.2,50,26.5,7,41,1
47:27.7,49,26.5,6,40,0
47:32.2,49,26.5,5,46,0
47:36.8,49,26.5,3,40,0
47:41.3,49,26.5,3,39,0
47:45.8,50,26.6,6,38,1
47:50.3,50,26.6,11,31,1
47:54.9,51,26.7,5,29,1
47:59.4,53,26.6,9,29,1
48:03.9,59,26.7,10,28,1
48:08.4,62,26.7,10,28,1
48:13.0,63,26.7,8,28,1
48:17.5,65,26.7,5,29,1
48:22.0,65,26.8,4,58,0
48:26.5,63,26.7,4,52,0
48:31.1,60,26.6,5,52,0
48:35.6,61,26.7,18,52,0
48:40.1,60,26.7,82,52,0
48:44.6,59,26.6,90,1,0
48:49.2,56,26.5,100,1,0
48:53.7,53,26.5,90,27,0
48:58.2,51,26.5,90,2,0
49:02.7,49,26.4,96,1,0
49:07.3,48,26.5,100,7,0
49:11.8,48,26.4,100,8,0
49:16.3,48,26.5,100,8,0
49:20.8,48,26.5,98,2,0
49:25.4,48,26.5,88,3,0
49:29.9,47,26.5,80,3,0
49:34.4,47,26.6,83,3,0
49:38.9,47,26.5,87,3,0
49:43.5,47,26.6,86,3,0
49:48.0,47,26.7,92,3,0
49:52.5,47,26.7,81,3,0
49:57.0,48,26.7,100,7,0
50:01.6,47,26.7,82,5,0
50:06.1,47,26.7,96,10,0
50:10.6,47,26.7,69,9,0
50:15.1,47,26.7,87,9,0
50:19.7,48,26.7,80,9,0
50:24.2,48,26.7,57,9,0
50:28.7,47,26.8,79,9,0
50:33.2,47,26.8,93,9,0
50:37.7,47,26.7,96,9,0
50:42.3,47,26.7,71,13,0
50:46.8,48,26.7,71,13,0
50:51.3,49,26.8,56,13,0
50:55.8,49,26.8,70,13,0
51:00.4,49,26.8,63,13,0
51:04.9,49,26.7,60,13,0
51:09.4,48,26.8,58,13,0
51:13.9,48,26.8,59,13,0
51:18.5,48,26.7,60,13,0
51:23.0,48,26.7,60,13,0
51:27.5,48,26.7,60,13,0
51:32.0,48,26.7,58,13,0
51:36.6,48,26.7,59,13,0
51:41.1,48,26.5,60,13,0
51:45.6,48,26.6,59,13,0
51:50.1,48,26.6,59,13,0
51:54.7,48,26.5,59,13,0
51:59.2,48,26.5,70,10,0
52:03.7,48,26.5,70,7,0
52:08.2,48,26.5,67,7,0
52:12.8,49,26.5,70,7,0
52:17.3,48,26.5,57,7,0
52:21.8,48,26.5,69,1,0
52:26.3,48,26.5,72,11,0
52:30.9,48,26.5,71,11,0
52:35.4,47,26.5,64,11,0
52:39.9,47,26.5,84,11,0
52:44.4,47,26.5,83,11,0
52:49.0,47,26.5,93,11,0
52:53.5,47,26.5,88,11,0
52:58.0,47,26.6,85,11,0
53:02.5,47,26.6,81,11,0
53:07.1,46,26.7,81,11,0
53:11.6,46,26.7,88,11,0
53:16.1,46,26.7,100,12,0
53:20.6,48,26.7,97,12,0
53:25.2,50,26.7,100,11,0
53:29.7,52,26.7,77,2,0
53:34.2,53,26.8,83,75,0
53:38.7,51,26.7,89,71,0
53:43.3,50,26.6,90,69,0
53:47.8,48,26.7,92,95,0
53:52.3,48,26.7,94,90,0
53:56.8,48,26.7,85,89,0
54:01.4,48,26.7,84,89,0
54:05.9,47,26.7,84,89,0
54:10.4,47,26.7,84,88,0
54:14.9,47,26.7,83,89,0
54:19.5,47,26.7,83,89,0
54:24.0,47,26.7,86,89,0
54:28.5,48,26.7,66,88,0
54:33.0,48,26.6,76,88,0
54:37.5,47,26.7,72,88,0
54:42.1,47,26.6,85,89,0
07:47.5,51,25.8,81,1,0
07:52.0,51,25.9,60,2,0
07:56.5,51,25.9,83,91,0
08:01.0,52,26,86,88,0
08:05.6,53,26,80,86,0
08:10.1,52,26,75,86,0
08:14.6,53,26,76,86,0
08:19.1,52,26.1,91,86,0
08:23.7,52,26.1,100,86,0
08:28.2,52,26.1,100,86,0
08:32.7,52,26.1,92,86,0
08:37.2,52,26,89,86,0
08:41.8,51,26.2,75,86,0
08:46.3,51,26.1,72,86,0
08:50.8,50,26.2,71,86,0
08:55.3,51,26.1,87,86,0
08:59.8,50,26.2,70,100,0
09:04.4,50,26.2,73,100,0
09:08.9,51,26.2,70,100,0
09:13.4,51,26.2,71,84,0
09:17.9,51,26.2,99,82,0
09:22.5,51,26.2,77,83,0
09:27.0,50,26.3,59,83,0
09:31.5,50,26.4,59,84,0
09:36.0,50,26.3,59,85,0
09:40.6,50,26.4,60,86,0
09:45.1,51,26.3,33,100,0
09:49.6,51,26.3,25,97,0
09:54.1,51,26.4,54,94,0
09:58.7,52,26.3,55,94,0
10:03.2,52,26.3,55,94,0
10:07.7,53,26.4,55,94,0
10:12.2,55,26.4,56,94,0
10:16.8,55,26.4,49,94,0
10:21.3,55,26.2,46,2,1
10:25.8,57,26.3,44,17,1
10:30.3,60,26.3,47,16,1
10:34.9,60,26.3,58,10,1
10:39.4,59,26.3,59,10,1
10:43.9,59,26.2,54,11,1
10:48.4,61,26.2,52,11,1
10:53.0,61,26.2,55,11,1
10:57.5,60,26.1,46,5,1
11:02.0,61,26.1,40,62,0
11:06.5,62,26.1,58,70,0
11:11.1,61,26.1,58,68,0
11:15.6,59,26,58,68,0
11:20.1,59,26,44,63,0
11:24.6,59,26,58,60,0
11:29.2,60,26,58,60,0
11:33.7,59,25.9,57,60,0
11:38.2,60,25.9,43,84,0
11:42.7,59,25.8,57,77,0
11:47.3,59,25.8,58,77,0
11:51.8,58,25.8,61,76,0
11:56.3,59,25.8,61,77,0
12:00.8,60,25.8,61,77,0
12:05.4,61,25.7,62,77,0
12:09.9,61,25.7,62,77,0
12:14.4,56,25.7,63,13,0
12:18.9,54,25.7,59,25,1
12:23.5,53,25.7,61,29,0
12:28.0,53,25.7,69,29,0
12:32.5,52,25.7,70,29,0
12:37.0,51,25.7,53,3,1
12:41.5,51,25.7,65,6,0
12:46.1,52,25.8,61,28,0
12:50.6,52,25.8,63,37,0
12:55.1,52,25.8,70,39,0
12:59.6,52,25.8,59,37,1
13:04.2,52,25.9,57,38,1
13:08.7,51,25.8,63,36,0
13:13.2,52,26,63,50,0
13:17.7,51,25.9,68,48,0
13:22.3,52,26,68,48,0
13:26.8,52,26,69,48,0
13:31.3,53,26.1,69,48,0
13:35.8,53,26.1,70,42,0
13:40.4,53,26.1,69,18,0
13:44.9,53,26.1,70,65,0
13:49.4,53,26.1,70,65,0
13:53.9,54,26.1,70,65,0
13:58.5,54,26.1,70,65,0
14:03.0,54,26.1,70,45,0
14:07.5,54,26.1,69,39,0
14:12.0,55,26.1,74,3,0
14:16.6,55,26.2,73,21,0
14:21.1,54,26.2,73,21,0
14:25.6,54,26.2,74,21,0
14:30.1,55,26.2,74,21,0
14:34.7,55,26.2,75,21,0
14:39.2,55,26.2,75,100,0
14:43.7,55,26.3,75,88,0
14:48.2,54,26.2,73,94,0
14:52.8,54,26.3,10,91,0
14:57.3,54,26.2,5,91,0
15:01.8,54,26.3,4,91,0
15:06.3,54,26.3,5,91,0
15:10.9,54,26.3,6,92,0
15:15.4,55,26.3,10,92,0
15:19.9,55,26.3,10,6,1
15:24.4,55,26.4,9,30,1
15:29.0,55,26.3,11,30,1
15:33.5,55,26.3,9,29,1
15:38.0,55,26.3,10,29,1
15:42.5,54,26.3,11,18,1
15:47.1,54,26.3,11,56,0
15:51.6,54,26.3,9,54,0
15:56.1,55,26.3,9,54,0
16:00.6,57,26.3,9,54,0
16:05.1,59,26.4,9,54,0
16:09.7,59,26.4,9,54,0
16:14.2,60,26.3,7,55,0
16:18.7,61,26.3,10,54,0
16:23.2,63,26.3,10,54,0
16:27.8,63,26.3,3,54,0
16:32.3,61,26.3,2,54,0
16:36.8,61,26.2,5,1,1
16:41.3,60,26.2,3,21,1
16:45.9,58,26.2,4,42,1
16:50.4,57,26.2,4,41,1
16:54.9,57,26.2,4,11,1
16:59.4,60,26.2,4,17,1
17:04.0,61,26.2,5,17,1
17:08.5,59,26.1,3,14,1
17:13.0,58,26.1,2,100,0
17:17.5,61,26.2,4,96,0
17:22.1,62,26.1,4,90,0
17:26.6,62,26.1,2,89,0
17:31.1,64,26.1,3,89,0
17:35.6,61,26.1,4,89,0
17:40.2,62,26.1,5,89,0
17:44.7,62,26.1,4,90,0
17:49.2,61,26.1,4,85,0
17:53.7,61,26,2,84,0
17:58.3,60,26.1,26,84,0
18:02.8,60,26,25,84,0
18:07.3,60,26,25,3,1
18:11.8,60,26,31,2,1
18:16.4,62,26,30,25,1
18:20.9,68,26,32,32,1
18:25.4,73,26,32,32,1
18:29.9,71,26,25,2,1
18:34.5,74,26,33,48,1
18:39.0,72,26,42,44,1
18:43.5,71,26,58,45,1
18:48.0,71,26,82,45,0
18:52.6,70,25.9,100,45,0
18:57.1,70,25.9,100,45,0
19:01.6,70,25.9,100,45,0
19:06.1,73,26,100,45,0
19:10.7,72,25.8,100,46,0
19:15.2,70,25.8,100,45,0
19:19.7,70,25.8,100,45,0
19:24.2,71,25.7,100,3,0
19:28.8,72,25.8,99,99,0
19:33.3,71,25.7,100,91,0
19:37.8,71,25.7,100,90,0
19:42.3,69,25.6,99,90,0
19:46.8,68,25.7,100,90,0
19:51.4,67,25.6,100,90,0
19:55.9,67,25.6,99,90,0
20:00.4,67,25.6,97,90,0
20:04.9,64,25.6,100,90,0
20:09.5,65,25.6,100,90,0
20:14.0,65,25.6,100,90,0
20:18.5,66,25.5,96,10,0
20:23.0,64,25.5,100,39,0
20:27.6,67,25.5,100,38,0
20:32.1,66,25.5,100,38,0
20:36.6,66,25.5,99,38,0
20:41.1,67,25.5,100,38,0
20:45.7,64,25.4,97,38,0
20:50.2,64,25.5,100,37,0
20:54.7,64,25.5,100,28,0
20:59.2,64,25.5,100,27,0
21:03.8,62,25.4,97,27,0
21:08.3,58,25.4,100,27,0
21:12.8,56,25.4,96,27,0
21:17.3,54,25.4,100,27,0
21:21.9,53,25.5,100,30,0
21:26.4,53,25.5,97,50,0
21:30.9,52,25.5,100,50,0
21:35.4,52,25.5,100,50,0
21:40.0,52,25.6,100,50,0
21:44.5,51,25.7,85,50,0
21:49.0,51,25.7,91,50,0
21:53.5,52,25.7,91,50,0
21:58.1,51,25.7,90,50,0
22:02.6,51,25.8,91,50,0
22:07.1,50,25.8,91,49,0
22:11.6,51,25.9,91,49,0
22:16.1,50,25.8,91,49,0
22:20.7,51,26,91,49,0
22:25.2,51,26,91,49,0
22:29.7,51,26,91,49,0
22:34.2,51,26,79,49,0
22:38.8,52,26.1,91,49,0
22:43.3,52,26.1,88,49,0
22:47.8,52,26.1,80,49,0
22:52.3,51,26.1,89,3,0
22:56.9,52,26.2,85,100,0
23:01.4,52,26.2,85,100,0
23:05.9,52,26.2,88,57,0
23:10.4,52,26.2,92,100,0
23:15.0,52,26.2,94,60,0
23:19.5,52,26.2,95,73,0
23:24.0,51,26.2,94,77,0
23:28.5,51,26.3,92,84,0
23:33.1,50,26.3,92,84,0
23:37.6,50,26.4,91,85,0
